user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings																																																																																																															
bin.230	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__XYB12-FULL-38-5	s__XYB12-FULL-38-5 sp001803165	GCA_001803165.1	95.0	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__XYB12-FULL-38-5	s__XYB12-FULL-38-5 sp001803165	96.25	0.9	GCA_001803165.1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__XYB12-FULL-38-5	s__XYB12-FULL-38-5 sp001803165	96.25	0.9	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__	s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.35	11	N/A	N/A																																																																																							
bin.129	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	74.7	11	0.5611559123	N/A																																																																																																			
bin.374	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	77.42	11	0.743022760117	Genome has more than 77.5% of markers with multiple hits	Genome domain questionable ( 3.3% Bacterial, 1.6% Archaeal)																																																																																																		
bin.351	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__UBA1568	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	60.36	11	0.773299439609	Genome has more than 17.5% of markers with multiple hits																																																																																																			
bin.387	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__UBA1568	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	59.09	11	0.768856328711	N/A																																																																																																			
bin.161	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__UBA11712	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	52.84	11	0.769963721169	N/A																																																																																																			
bin.402	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	73.57	11	0.512068359965	N/A																																																																																																			
bin.461	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__UBA922	g__UBA11699	s__	N/A	N/A	N/A	N/A	N/A	GCA_003482855.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__UBA922	g__UBA11699	s__UBA11699 sp003482855	77.48	0.26	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__UBA922	g__	s__	Placement	taxonomic novelty determined using RED	N/A	76.61	11	0.924817010281	N/A																																																																																													
bin.420	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__UBA922	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__UBA922	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	73.15	11	0.835455589306	N/A																																																																																																			
bin.265	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	Placement	taxonomic novelty determined using RED	N/A	74.78	11	0.867570309271	N/A																																																																																																			
bin.369	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	31.51	11	0.841669940409	N/A																																																																																																			
bin.59	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	72.68	11	0.840684800814	N/A																																																																																																			
bin.90	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	74.05	11	0.840109685345	N/A																																																																																																			
bin.431	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__2-02-FULL-45-10	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	Placement	taxonomic novelty determined using RED	N/A	77.08	11	0.892781116593	N/A																																																																																																			
bin.469	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__2-02-FULL-45-10	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__	s__	Placement	taxonomic novelty determined using RED	N/A	56.65	11	0.887168368097	N/A																																																																																																			
bin.44	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__YC12-FULL-57-11	s__	N/A	N/A	N/A	N/A	N/A	GCA_001791645.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__YC12-FULL-57-11	s__YC12-FULL-57-11 sp001791645	79.32	0.39	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__	s__	Placement	taxonomic novelty determined using RED	N/A	70.46	11	0.940978698338	N/A																																																																																													
bin.173	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__YC12-FULL-57-11	s__	N/A	N/A	N/A	N/A	N/A	GCA_001791645.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__YC12-FULL-57-11	s__YC12-FULL-57-11 sp001791645	78.64	0.32	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__	s__	Placement	taxonomic novelty determined using RED	N/A	66.69	11	0.937079919532	N/A																																																																																													
bin.434	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__UBA12403	s__	N/A	N/A	N/A	N/A	N/A	GCA_003511125.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__UBA12403	s__UBA12403 sp003511125	77.08	0.24	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__GWF2-40-263	g__	s__	Placement	taxonomic novelty determined using RED	N/A	73.83	11	0.921760448526	N/A																																																																																													
bin.46	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__UBA9934	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__UBA9934	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	77.4	11	0.82921854912	N/A																																																																																																			
bin.266	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__UBA9934	g__UBA11707	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__UBA9934	g__	s__	Placement	taxonomic novelty determined using RED	N/A	76.21	11	0.8611512885	N/A																																																																																																			
bin.457	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__UBA9934	g__UBA11707	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__UBA9934	g__	s__	Placement	taxonomic novelty determined using RED	N/A	75.93	11	0.859915800475	N/A																																																																																																			
bin.391	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__21-14-all-47-17	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	53.02	11	0.885612997839	N/A																																																																																																			
bin.331	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__21-14-all-47-17	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	27.92	11	0.877663546736	N/A																																																																																																			
bin.240	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__21-14-all-47-17	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	47.16	11	0.877616580951	N/A																																																																																																			
bin.7	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__21-14-all-47-17	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	76.75	11	0.874617672066	N/A																																																																																																			
bin.292	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	41.27	11	0.888589001037	N/A																																																																																																			
bin.12	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	51.98	11	0.887556131879	N/A																																																																																																			
bin.15	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	75.81	11	0.870326552028	N/A																																																																																																			
bin.14	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	76.51	11	0.868855407114	N/A																																																																																																			
bin.366	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__	s__	Placement	taxonomic novelty determined using RED	N/A	76.13	11	0.86638418895	N/A																																																																																																			
bin.464	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__SG8-24	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	75.44	11	0.772516520891	N/A																																																																																																			
bin.419	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-57-11	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	73.08	11	0.775988097611	N/A																																																																																																			
bin.448	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__CG2-30-45-37	s__	N/A	N/A	N/A	N/A	N/A	GCA_001873515.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__CG2-30-45-37	s__CG2-30-45-37 sp001873515	78.21	0.55	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__	s__	Placement	taxonomic novelty determined using RED	N/A	73.47	11	0.895941803551	N/A																																																																																													
bin.474	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__GWE2-39-37	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__	s__	Placement	taxonomic novelty determined using RED	N/A	16.96	11	0.870769500451	N/A																																																																																																			
bin.154	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__GWE2-39-37	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__	s__	Placement	taxonomic novelty determined using RED	N/A	44.62	11	0.859169627498	N/A																																																																																																			
bin.315	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__GWE2-39-37	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__	s__	Placement	taxonomic novelty determined using RED	N/A	77.44	11	0.857843392601	Genome has more than 70.8% of markers with multiple hits	Genome domain questionable ( 9.2% Bacterial, 1.6% Archaeal)																																																																																																		
bin.400	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__GWE2-39-37	g__	s__	Placement	taxonomic novelty determined using RED	N/A	77.32	11	0.831285312615	N/A																																																																																																			
bin.238	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UM-FILTER-48-10	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	75.93	11	0.779707498939	N/A																																																																																																			
bin.9	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UM-FILTER-48-10	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	72.14	11	0.779311394801	N/A																																																																																																			
bin.365	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UM-FILTER-48-10	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	44.82	11	0.770764674845	N/A																																																																																																			
bin.484	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__UBA12465	s__	N/A	N/A	N/A	N/A	N/A	GCA_000999715.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__UBA12465	s__UBA12465 sp000999715	77.68	0.18	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__UBA12465	s__	Placement	taxonomic classification fully defined by topology	N/A	75.58	11	0.921672416676	N/A																																																																																													
bin.403	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__UBA12465	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__UBA12465	s__	Placement	taxonomic classification fully defined by topology	N/A	52.82	11	0.936586591056	N/A																																																																																																			
bin.390	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__	s__	Placement	taxonomic novelty determined using RED	N/A	73.97	11	0.872643819657	Genome has more than 10.0% of markers with multiple hits																																																																																																			
bin.372	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__	s__	Placement	taxonomic novelty determined using RED	N/A	62.88	11	0.865584278885	N/A																																																																																																			
bin.224	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__GCA-002841655	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__	s__	Placement	taxonomic novelty determined using RED	N/A	77.58	11	0.85804715834	Genome has more than 60.0% of markers with multiple hits																																																																																																			
bin.455	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA917	g__UBA917	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA917	g__	s__	Placement	taxonomic novelty determined using RED	N/A	69.54	11	0.906167940264	N/A																																																																																																			
bin.476	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA917	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA917	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	74.94	11	0.830879572031	N/A																																																																																																			
bin.219	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA917	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA917	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	74.98	11	0.828034243525	N/A																																																																																																			
bin.364	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__XYC2-FULL-47-12	g__1-14-0-10-43-11	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__XYC2-FULL-47-12	g__	s__	Placement	taxonomic novelty determined using RED	N/A	27.0	11	0.929365210874	N/A																																																																																																			
bin.82	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__UBA6539	g__02-FULL-45-11b	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__UBA6539	g__	s__	Placement	taxonomic novelty determined using RED	N/A	50.95	11	0.866845592054	N/A																																																																																																			
bin.468	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__UBA6539	g__02-FULL-45-11b	s__	N/A	N/A	N/A	N/A	N/A	GCA_001817615.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__UBA6539	g__02-FULL-45-11b	s__02-FULL-45-11b sp001817615	77.16	0.19	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__UBA6539	g__	s__	Placement	taxonomic novelty determined using RED	N/A	78.59	11	0.857489335732	N/A																																																																																													
bin.427	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__2-01-FULL-39-33	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	27.78	11	0.797822538772	N/A																																																																																																			
bin.423	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__2-01-FULL-39-33	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	76.69	11	0.797204281271	N/A																																																																																																			
bin.454	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__2-01-FULL-39-33	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	75.63	11	0.793405094787	N/A																																																																																																			
bin.132	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__2-01-FULL-39-33	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	74.25	11	0.793367889837	N/A																																																																																																			
bin.149	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__Buchananbacterales	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	72.58	11	0.684794673454	N/A																																																																																																			
bin.398	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA11705	f__UBA11705	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA11705	f__UBA11705	g__	s__	Placement	taxonomic novelty determined using RED	N/A	23.29	11	0.847936759785	N/A																																																																																																			
bin.412	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA11705	f__UBA11705	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA11705	f__UBA11705	g__	s__	Placement	taxonomic novelty determined using RED	N/A	50.42	11	0.83358243248	N/A																																																																																																			
bin.307	d__Bacteria	p__Patescibacteria	c__ABY1	o__XYB2-FULL-38-15	f__XYB2-FULL-38-15	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	65.91	11	0.79737523024	Genome has more than 21.7% of markers with multiple hits																																																																																																			
bin.335	d__Bacteria	p__Patescibacteria	c__ABY1	o__XYB2-FULL-38-15	f__XYB2-FULL-38-15	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	46.61	11	0.790577544882	N/A																																																																																																			
bin.22	d__Bacteria	p__Patescibacteria	c__ABY1	o__XYB2-FULL-38-15	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	66.39	11	0.660662425687	Genome has more than 36.7% of markers with multiple hits																																																																																																			
bin.346	d__Bacteria	p__Patescibacteria	c__ABY1	o__XYB2-FULL-38-15	f__	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__	f__	g__	s__	Placement	taxonomic novelty determined using RED	N/A	72.3	11	0.658290713671	N/A																																																																																																			
bin.62	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA2591	f__UBA6264	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA2591	f__UBA6264	g__	s__	Placement	taxonomic novelty determined using RED	N/A	68.27	11	0.782393775206	N/A																																																																																																			
bin.76	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__XYD1-37-29	s__	N/A	N/A	N/A	N/A	N/A	GCA_001818495.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__XYD1-37-29	s__XYD1-37-29 sp001818495	78.57	0.54	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__	s__	Placement	taxonomic novelty determined using RED	N/A	78.21	11	0.932076763725	N/A																																																																																													
bin.480	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__XYD1-37-29	s__	N/A	N/A	N/A	N/A	N/A	GCA_001818495.1	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__XYD1-37-29	s__XYD1-37-29 sp001818495	78.62	0.48	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__	s__	Placement	taxonomic novelty determined using RED	N/A	78.59	11	0.931634646467	N/A																																																																																													
bin.397	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__GWA2-36-10	g__	s__	Placement	taxonomic classification fully defined by topology	N/A	77.04	11	0.816215637075	N/A																																																																																																			
bin.51	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__UBA10009	g__	s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria	p__Patescibacteria	c__ABY1	o__UBA1558	f__UBA10009	g__	s__	Placement	taxonomic novelty determined using RED	N/A	79.48	11	0.840939223283	N/A																																																																																																			
