Bin Id	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
bin.188	23	0	UID3198	k__Bacteria	p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospina_gracilis	55.492680765	0.361035	414	0.872186907087	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
bin.189	32	0	UID3237	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus	s__Desulfobulbus_elongatus	56.365287239	4.061757	3595	0.876896623801	11	2	60.3274424487	1.39986728972	3.906911	0.055042	3486.5	78.5
bin.19	18	0	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	49.8356579512	3.276094	2991	0.91710219548	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
bin.190	41	1	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila	54.0975135211	3.295584	3162	0.892042806374	11	2	56.2911854198	2.4415124799	4.335458	0.80308	3708.0	484.0
bin.191	35	0	UID2142	k__Bacteria	p__Cyanobacteria	47.4978792267	6.126303	6045	0.902731386286	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.192	2	0	UID3215	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Deferrisoma;f__Deferrisoma;g__Deferrisoma;s__Deferrisoma_camini	70.679029655	0.320958	392	0.892141650933	11	84	58.0589820201	8.68953006244	4.57293354762	1.49471208556	4071.72619048	1119.37102185
bin.193	4	0	UID2329	k__Bacteria	p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	47.6435653228	0.532754	706	0.910632299335	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
bin.194	4	0	UID2618	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae	40.5331976128	2.021802	1999	0.917544843659	11	207	44.2786566854	3.95055024991	4.19324544928	1.44938309047	3579.7294686	1168.66293569
bin.195	30	2	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	45.5754966108	0.832342	944	0.868340177475	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.196	37	2	UID2308	k__Bacteria;p__Chloroflexi	c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	47.5223861438	1.184103	1407	0.902395315272	11	22	56.0302438448	6.08038244773	3.92836	1.76933331899	3371.90909091	1279.43559677
bin.197	25	0	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_denitrificans	61.1163145807	2.876286	2989	0.914458437026	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
bin.198	6	0	UID3158	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	unresolved	44.013602893	0.640452	789	0.953815430352	11	5	38.2480464877	4.71766860317	2.4974222	0.327330592277	2522.6	324.89850723
bin.199	1	0	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_denitrificans	61.487292999	1.133509	1429	0.920722288045	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
bin.2	31	0	UID3158	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	unresolved	40.2527709051	2.274708	2580	0.936742210429	11	5	38.2480464877	4.71766860317	2.4974222	0.327330592277	2522.6	324.89850723
bin.20	9	0	UID2571	k__Bacteria	p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	39.2902357968	0.530796	492	0.942403484578	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
bin.200	42	1	UID3274	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	s__Desulfovibrio_magneticus	65.7864858692	4.487525	4050	0.884091564949	11	2	63.6975015939	1.02317573913	5.080134	0.235486	4553.5	206.5
bin.201	4	1	UID1086	k__Bacteria;p__Firmicutes;c__Clostridia	o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermacetogenium;s__Thermacetogenium_phaeum	51.2049800497	1.821026	2282	0.848125726925	11	18	50.0785043252	6.4183845526	3.15644866667	0.716538057785	3197.61111111	669.64643564
bin.202	15	1	UID3279	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	g__Geobacter;s__Geobacter_sulfurreducens	59.0088752147	1.521766	1938	0.885492907582	11	13	57.9143072482	3.0777543531	4.33949715385	0.497722474022	3934.84615385	396.764965527
bin.203	17	9	UID2541	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	56.1671881809	9.13366	9006	0.931019656961	11	3	48.7369568478	2.27518511223	3.71829266667	0.34877953331	3345.33333333	295.804364779
bin.204	15	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	35.2580236158	3.846489	3627	0.907358892746	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
bin.205	3	5	UID3264	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	66.8577217572	4.904868	5755	0.899440515015	11	8	53.4379138856	9.43677594142	3.810907625	0.279188030108	3508.125	222.766939592
bin.206	37	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	41.6261288767	0.732033	738	0.896571602646	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.207	38	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	35.5891162364	1.092747	1148	0.943221074961	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.208	39	0	UID1	k__Archaea (root)	k__Archaea	26.896699401	0.672484	914	0.916798020473	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.209	22	6	UID3198	k__Bacteria	p__Acidobacteria	67.5312476614	4.022141	4274	0.91215176196	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
bin.21	36	0	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	36.9305526175	0.642904	650	0.867869853042	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.210	38	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	46.5996181255	1.171589	1180	0.852473008879	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.211	4	3	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	51.4645102298	1.225973	1632	0.894014794779	11	83	31.5416649592	3.4231769156	1.29760214458	0.207947235002	1257.55421687	278.765404373
bin.212	42	0	UID2983	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	unresolved	59.9031304161	4.536202	3754	0.878875543902	11	11	53.2536077313	6.59699903983	6.27668727273	1.36762595276	5441.09090909	1274.33379775
bin.213	2	0	UID4268	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Thiotrichales;f__Thiotrichaceae;g__Beggiatoa;s__Beggiatoa_alba	68.8927549077	0.333964	455	0.891658981208	11	7	46.9107032025	3.74065978184	3.387797	0.587458242618	3233.0	439.913627886
bin.214	34	3	UID3971	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Burkholderiales	66.8980431212	3.526432	4208	0.950020870954	11	223	63.6314011416	6.04147917703	5.56649813901	1.7739074753	5150.8206278	1616.3028132
bin.215	37	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	37.7898883953	0.847007	885	0.941707683644	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.216	2	0	UID1104	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_4;f__Syntrophomonadaceae	o__Clostridiales;g__Syntrophomonas;s__Syntrophomonas_wolfei	47.3582067586	0.400883	477	0.880376568725	11	2	47.9276596132	3.06173619873	2.670877	0.265318	2558.5	118.5
bin.217	40	3	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	51.9421490839	3.193035	3235	0.895085396809	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
bin.218	6	0	UID3198	k__Bacteria	p__Acidobacteria	70.0162017925	0.772754	961	0.938290840293	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
bin.219	39	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	45.8544086879	0.892828	880	0.885974678213	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.22	20	14	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	44.6076722656	1.354072	1553	0.866665878919	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.220	28	1	UID3290	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	f__Pelobacteraceae;g__Pelobacter;s__Pelobacter_carbinolicus	61.5589478703	3.288872	3087	0.908340610398	11	2	54.1643545011	0.949392681325	3.9538115	0.2879185	3627.5	393.5
bin.221	38	0	UID1	k__Bacteria (root)	k__Bacteria	53.2559641482	0.761802	807	0.907838257185	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.222	16	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	49.3599258331	0.208179	293	0.897054938298	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.223	37	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	37.7352117318	0.48552	490	0.929677459219	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.224	21	19	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	37.9693236936	1.832424	1819	0.921662781103	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.225	16	3	UID3198	k__Bacteria	p__Acidobacteria	59.289785532	3.030662	3161	0.909036375551	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
bin.226	34	3	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	42.5599358632	1.000361	1169	0.93869213214	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.227	40	0	UID2309	k__Bacteria;p__Chloroflexi	unresolved	40.369206825	1.457232	1375	0.904005676515	11	14	58.5159979235	4.80948739763	4.70641157143	1.0439035214	3933.14285714	717.183464986
bin.228	32	0	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Nitrosomonadales;f__Nitrosomonadaceae	63.2157362405	3.492575	3795	0.905520139152	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
bin.229	28	3	UID1	k__Bacteria (root)	k__Bacteria	63.6436659182	1.642077	2040	0.905436224976	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.23	36	1	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	40.7034383201	0.836804	865	0.865993709399	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.230	42	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	37.7471039194	4.293993	3708	0.918356876688	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
bin.231	7	8	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	66.3633526624	6.261388	7469	0.899880984855	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
bin.232	39	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	53.5439704424	1.385226	1381	0.926933222449	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.233	38	1	UID3332	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	f__Sphingomonadaceae;g__Sphingomonas;s__	66.2544451709	1.979114	2341	0.922555749694	11	3	65.0488656045	0.25486510135	2.756266	0.15932823829	2825.66666667	128.738322016
bin.234	35	3	UID2985	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	g__Isosphaera;s__Isosphaera_pallida	59.3341241938	5.988414	6343	0.900467803328	11	9	56.0828878846	3.01917258421	6.74865388889	1.02954050661	5721.0	1221.39665047
bin.235	14	0	UID1453	k__Bacteria	p__Actinobacteria;c__Actinobacteria	57.0651520345	1.222387	1656	0.910192925808	11	901	62.0118616292	9.95136390082	4.42941170477	2.12958381111	4127.16759156	1919.10514423
bin.236	13	0	UID2982	k__Bacteria	unresolved	48.6596596819	0.854671	978	0.934572484617	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
bin.237	1	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	54.3759217187	0.200712	247	0.932550121567	11	83	31.5416649592	3.4231769156	1.29760214458	0.207947235002	1257.55421687	278.765404373
bin.238	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	44.3985818592	1.219343	1115	0.884568164987	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.239	15	24	UID3887	k__Bacteria;p__Proteobacteria	c__Betaproteobacteria	69.4673525224	3.593953	4680	0.936380637142	11	1487	52.9168756968	10.6289315811	4.28018535171	1.57586972717	4025.22864829	1428.68298094
bin.24	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	43.6320869516	0.760147	767	0.874424288986	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.240	32	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	49.4512233348	0.877315	1054	0.890619674803	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.241	36	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	41.9204322518	0.773253	833	0.934519491033	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.242	40	1	UID2981	k__Bacteria	p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter_succinogenes	55.5003103694	2.761226	2826	0.900922633642	11	2	42.9626862761	5.0891583566	3.0447275	0.7979075	2528.5	659.5
bin.243	7	35	UID1	k__Archaea (root)	k__Archaea	34.1943748806	2.386296	2700	0.913613399176	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.244	0	43	NA	NA	unresolved	36.9748535796	200.792864	247839	0.89666004764	11	NA	NA	NA	NA	NA	NA	NA
bin.245	43	0	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	49.0885730994	5.579877	4513	0.892585625095	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
bin.246	21	0	UID61	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae	g__Methanosarcina	40.5025852292	3.478415	3210	0.738197426127	11	10	40.8624459158	2.19668757817	3.27924	1.17748993647	3021.4	807.579989846
bin.247	31	5	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	54.5240734592	0.978775	1270	0.913539884039	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.248	34	4	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	40.5600835227	0.931004	1092	0.927717818613	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.249	21	0	UID2540	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	unresolved	57.6232056368	3.034642	2826	0.937273325816	11	28	44.119640061	5.91094745533	2.70574825	0.725684598615	2524.21428571	642.584811364
bin.25	33	9	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium_album	37.4349116592	5.39728	4950	0.915032757241	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
bin.250	40	1	UID59	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta	s__Methanosaeta_concilii	51.0479529235	3.154876	3331	0.874606482157	11	2	52.2665447155	1.27873478072	2.453058	0.573587	2342.5	557.5
bin.251	13	10	UID3746	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	g__Hyphomicrobium;s__Hyphomicrobium_denitrificans	63.5779077545	3.51345	4578	0.882752280522	11	8	61.0604339676	1.81794091826	4.12089625	0.401830977603	4022.5	453.397176877
bin.252	5	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	70.2261987009	0.670163	864	0.925668829822	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
bin.253	38	0	UID1	k__Bacteria (root)	k__Bacteria	42.2889967692	1.606101	1787	0.922683567223	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.254	37	0	UID1	k__Bacteria (root)	k__Bacteria	34.9226369274	1.084626	1112	0.931902794143	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.255	43	0	UID3198	k__Bacteria	p__Acidobacteria	38.031466019	6.308329	4647	0.899242414275	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
bin.256	39	0	UID1	k__Bacteria (root)	k__Bacteria	38.8823025496	0.900011	935	0.865958304954	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.257	38	1	UID1	k__Bacteria (root)	k__Bacteria	41.9353508261	0.751626	777	0.916812350823	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.258	38	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	34.9460531037	0.908486	925	0.880408723965	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.259	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	51.3636770097	1.330777	1410	0.879282554478	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.26	37	0	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	48.4349780656	0.773216	840	0.927033325746	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.260	41	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	48.8170474201	1.078826	1039	0.900640140301	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.261	1	0	UID3195	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	g__Candidatus_Nitrospira;s__Candidatus_Nitrospira_defluvii	57.7948852712	0.528943	622	0.903639900708	11	4	40.4354512169	10.734191293	2.5603085	1.01636770309	2628.5	976.721429068
bin.262	5	31	UID2307	k__Bacteria	p__Chloroflexi	44.6346535048	2.285789	2825	0.926446841769	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
bin.263	31	4	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	36.9527821562	2.139276	2047	0.90330466943	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
bin.264	19	2	UID2497	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Leptospiraceae;g__Leptospira;s__Leptospira_meyeri	46.8294480465	0.569885	759	0.905519534643	11	71	39.0230598592	10.4323269535	2.62922391549	1.02669207605	2463.4084507	939.69561415
bin.265	40	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	38.8556706959	1.060831	1006	0.90674669198	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.266	40	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	46.1825825725	0.950014	945	0.888924794792	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.267	1	0	UID2596	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium	s__	44.0793665448	0.877347	1072	0.893205311011	11	3	43.4286374662	2.99296776301	3.567765	0.247308032633	3223.33333333	150.156214953
bin.268	8	0	UID1	k__Archaea (root)	k__Archaea	31.9473378351	0.588506	620	0.864570624599	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.269	13	0	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	57.6990517399	2.407251	2927	0.874349205795	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
bin.27	23	12	UID1	k__Archaea (root)	k__Archaea	43.4917412192	1.472675	1871	0.899498531584	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.270	29	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	45.5129431463	0.569761	761	0.887105295027	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
bin.271	29	1	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	38.8205692282	0.575481	638	0.891952992366	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
bin.272	5	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	39.4465479402	0.477512	638	0.829583340314	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
bin.273	7	0	UID1	k__Archaea (root)	k__Archaea	74.6427418475	0.430571	429	0.892628625709	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
bin.274	37	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	41.0973975994	1.031586	1061	0.87276969637	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
bin.275	35	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	41.125193646	0.747498	811	0.909486045448	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
