Bin Id	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
maxbinned_coassembly.fa.170	0	0	NA	NA	unresolved	41.2810785332	0.437038	393	0.935014804205	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.171	11	15	UID2568	k__Bacteria	unresolved	65.5634235918	5.75606	7561	0.878819366025	11	436	42.2081506989	6.715633826	4.14457510321	1.51517226679	3609.14908257	1218.06297885
maxbinned_coassembly.fa.172	41	2	UID200	k__Archaea;p__Thaumarchaeota;c__Nitrosopumilales;o__Nitrosopumilales	f__Nitrosopumilaceae	40.6825421054	1.781956	2265	0.916044503905	11	4	43.1401417421	10.2440081706	2.032944	0.493090160786	2374.5	711.547784762
maxbinned_coassembly.fa.173	15	13	UID3199	k__Bacteria;p__Acidobacteria	c__Holophagae;o__Holophagales;f__Holophagaceae	67.7562728557	8.016046	10442	0.913900818433	11	16	59.4849084443	3.00051550587	5.63761075	1.51375596036	4810.8125	1191.24720455
maxbinned_coassembly.fa.174	15	1	UID3053	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	f__Verrucomicrobia_subdivision_3;g__Pedosphaera;s__Pedosphaera_parvula	65.0483753867	3.218889	3077	0.897805112261	11	7	55.5776172047	5.68274754991	4.11986942857	2.35804988334	3712.85714286	1824.78894502
maxbinned_coassembly.fa.175	23	0	UID59	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta	s__Methanosaeta_concilii	52.199067335	1.133526	1737	0.888480722983	11	2	52.2665447155	1.27873478072	2.453058	0.573587	2342.5	557.5
maxbinned_coassembly.fa.176	12	11	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	49.1593102263	0.668915	1009	0.865334160544	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.177	28	9	UID3201	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	f__Acidobacteriaceae	58.8318470006	8.236267	10381	0.883812047375	11	14	58.572349499	1.53647727518	5.91319442857	1.40932307677	5022.5	1116.46513284
maxbinned_coassembly.fa.178	5	9	UID3263	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	65.6028293139	3.046675	3885	0.901110554949	11	9	54.8512978605	9.75393383939	3.76736944444	0.290602614732	3486.22222222	218.972741976
maxbinned_coassembly.fa.179	7	2	UID3971	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Burkholderiales	63.1053258128	2.475547	2775	0.925051715843	11	223	63.6314011416	6.04147917703	5.56649813901	1.7739074753	5150.8206278	1616.3028132
maxbinned_coassembly.fa.180	10	4	UID3201	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	unresolved	61.6782054872	4.221402	5956	0.900180793016	11	14	58.572349499	1.53647727518	5.91319442857	1.40932307677	5022.5	1116.46513284
maxbinned_coassembly.fa.181	23	2	UID3199	k__Bacteria;p__Acidobacteria	c__Holophagae;o__Holophagales;f__Holophagaceae	72.0704016288	5.202266	5593	0.911285197643	11	16	59.4849084443	3.00051550587	5.63761075	1.51375596036	4810.8125	1191.24720455
maxbinned_coassembly.fa.182	4	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	70.3115008729	1.796881	2713	0.919457103726	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
maxbinned_coassembly.fa.183	15	5	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	62.005266292	2.527395	3625	0.853351375626	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
maxbinned_coassembly.fa.184	0	0	NA	NA	unresolved	61.4917184565	0.586183	568	0.908369911785	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.185	32	7	UID4268	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Thiotrichales;f__Thiotrichaceae;g__Beggiatoa;s__Beggiatoa_alba	52.4322320252	5.095032	7173	0.896804769823	11	7	46.9107032025	3.74065978184	3.387797	0.587458242618	3233.0	439.913627886
maxbinned_coassembly.fa.186	1	2	UID3959	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	unresolved	64.438889775	2.288365	2516	0.938868143849	11	235	63.1115976037	6.5003364826	5.44306605957	1.80942361118	5042.8	1643.65173564
maxbinned_coassembly.fa.187	14	0	UID3198	k__Bacteria	p__Acidobacteria	66.645074748	1.69971	2131	0.909307470098	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
maxbinned_coassembly.fa.188	43	0	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	58.9320229498	2.389733	2374	0.901840498499	11	2	55.1482830719	2.39345939129	3.0830635	0.0794075	3027.5	21.5
maxbinned_coassembly.fa.189	0	0	NA	NA	unresolved	32.9206322933	0.120861	147	0.918691720241	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.190	0	0	NA	NA	unresolved	58.229611923	0.254769	356	0.901687410949	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.191	7	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	52.5941788022	0.772865	872	0.851697256313	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.192	7	1	UID1	k__Bacteria (root)	k__Bacteria	68.678695716	3.960579	5061	0.913619700554	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.193	9	3	UID3199	k__Bacteria;p__Acidobacteria	c__Holophagae;o__Holophagales;f__Holophagaceae	69.7070321058	7.348382	8615	0.912438275528	11	16	59.4849084443	3.00051550587	5.63761075	1.51375596036	4810.8125	1191.24720455
maxbinned_coassembly.fa.194	42	1	UID1060	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Pelosinus	s__Pelosinus_fermentans	48.670492034	3.19795	3118	0.867041698588	11	5	42.8160506644	4.55970836507	4.6502084	0.894164424136	4502.2	848.5803203
maxbinned_coassembly.fa.195	23	14	UID4209	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	f__Sinobacteraceae	61.1122450798	2.973823	4367	0.87377964324	11	60	64.1574943777	5.85228176842	4.0603202	0.945581442528	3698.51666667	783.060778647
maxbinned_coassembly.fa.196	26	7	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	67.1266475426	4.611641	5362	0.91178237855	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
maxbinned_coassembly.fa.197	21	17	UID1744	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	s__	70.3687567157	5.985952	7554	0.921363886647	11	3	71.5089025182	1.24783801261	4.58129433333	0.275120884323	4358.33333333	305.288206272
maxbinned_coassembly.fa.198	4	0	UID1	k__Bacteria (root)	k__Bacteria	60.016199168	1.222285	1983	0.903645221859	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.199	25	2	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	67.272237772	3.045775	4210	0.874804278057	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.200	4	31	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	36.976744186	0.58695	890	0.895483431297	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.201	10	21	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	40.0391478232	0.709618	958	0.926842329253	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
maxbinned_coassembly.fa.202	3	0	UID3887	k__Bacteria;p__Proteobacteria	c__Betaproteobacteria	66.570494724	3.18804	3906	0.934395427912	11	1487	52.9168756968	10.6289315811	4.28018535171	1.57586972717	4025.22864829	1428.68298094
maxbinned_coassembly.fa.203	9	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	70.2222448216	1.632299	2209	0.932204210136	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.204	16	4	UID2329	k__Bacteria	p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	40.1027823359	0.55457	813	0.927954992156	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
maxbinned_coassembly.fa.205	42	1	UID3274	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	s__Desulfovibrio_magneticus	65.3500022591	4.692084	4248	0.881893845038	11	2	63.6975015939	1.02317573913	5.080134	0.235486	4553.5	206.5
maxbinned_coassembly.fa.206	2	1	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	70.3358434267	2.972665	3785	0.946531142931	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
maxbinned_coassembly.fa.207	15	3	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	61.6171318122	1.010938	1222	0.942044912744	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.208	13	14	UID1	k__Bacteria (root)	k__Bacteria	33.099810151	0.261787	471	0.878030612674	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.209	39	4	UID3201	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	f__Acidobacteriaceae	64.0951272435	3.795716	3902	0.904096881853	11	14	58.572349499	1.53647727518	5.91319442857	1.40932307677	5022.5	1116.46513284
maxbinned_coassembly.fa.210	41	2	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Gallionellales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	59.8768409141	3.634811	3483	0.904516355871	11	2	55.1482830719	2.39345939129	3.0830635	0.0794075	3027.5	21.5
maxbinned_coassembly.fa.211	12	6	UID3985	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	g__Methyloversatilis;s__Methyloversatilis_universalis	62.2730048512	4.558908	4548	0.916704614351	11	17	65.8987056511	2.46835292806	4.46613729412	0.436763259742	4156.29411765	431.105932758
maxbinned_coassembly.fa.212	22	16	UID207	k__Bacteria	p__Dictyoglomi;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceaeg__Dictyoglomus;f__Dictyoglomaceaeg__Dictyoglomus	40.739715696	1.48503	1599	0.901183141081	11	3	33.854856506	0.0886942929174	1.904804	0.0428384824895	1913.0	40.4722126897
maxbinned_coassembly.fa.213	2	0	UID2993	k__Bacteria	p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	64.2736865397	0.822503	1077	0.943395951139	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
maxbinned_coassembly.fa.214	7	29	UID1	k__Bacteria (root)	k__Bacteria	35.6798327593	0.551062	771	0.927728640334	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.215	16	12	UID1618	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter	o__Agreia;f__Agreia;g__Agreia;s__	66.8707286778	2.829042	4545	0.919152137013	11	3	67.9894387895	6.2895459716	3.189345	0.297240805316	3018.33333333	212.368129017
maxbinned_coassembly.fa.216	3	1	UID3263	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	s__Desulfovibrio_aminophilus	64.722304473	2.191807	2512	0.886425675253	11	9	54.8512978605	9.75393383939	3.76736944444	0.290602614732	3486.22222222	218.972741976
maxbinned_coassembly.fa.217	30	9	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	54.6646888551	3.953865	4750	0.917894262955	11	14	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.490723449
maxbinned_coassembly.fa.218	16	3	UID3962	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Nitrosomonadales;f__Nitrosomonadaceae	63.2345736921	3.312993	4419	0.888664419152	11	10	53.112641615	7.69457679558	3.1625312	0.333280772542	3037.0	366.434168712
maxbinned_coassembly.fa.219	35	7	UID3198	k__Bacteria	p__Acidobacteria	64.2582346111	5.327574	5566	0.927558397124	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
maxbinned_coassembly.fa.220	4	1	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	63.6508068191	2.398741	3342	0.871383363189	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
maxbinned_coassembly.fa.221	22	0	UID3971	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Rhodocyclales;f__Rhodocyclaceae	57.6208139713	2.399888	3146	0.875329598715	11	223	63.6314011416	6.04147917703	5.56649813901	1.7739074753	5150.8206278	1616.3028132
maxbinned_coassembly.fa.222	15	3	UID3272	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	s__Desulfovibrio_putealis	62.5852083955	1.989534	2901	0.892465270762	11	7	64.3553006535	1.26564541526	4.77702328571	0.343370117051	4293.0	288.153233045
maxbinned_coassembly.fa.223	25	13	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	37.3513764496	0.893785	1030	0.935582942206	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.224	30	12	UID2983	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	unresolved	61.6239170588	5.023126	4367	0.897152689381	11	11	53.2536077313	6.59699903983	6.27668727273	1.36762595276	5441.09090909	1274.33379775
maxbinned_coassembly.fa.225	28	10	UID1	k__Bacteria (root)	k__Bacteria	34.7448327107	1.631126	2004	0.90699737482	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.226	16	2	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	52.6979839106	0.976544	1221	0.946031105613	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
maxbinned_coassembly.fa.227	1	0	UID2567	k__Bacteria	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	65.896598744	1.56207	1427	0.946824406077	11	437	42.2586454603	6.79030286123	4.14570185126	1.51362052744	3610.01372998	1216.80246458
maxbinned_coassembly.fa.228	2	0	UID1455	k__Bacteria;p__Actinobacteria;c__Actinobacteria	o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans	40.6011584169	0.206834	285	0.848912654593	11	701	64.9347552715	6.79360806754	4.49661965906	2.15301080913	4175.64194009	1972.29652275
maxbinned_coassembly.fa.229	5	0	UID4222	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	g__Arenimonas;s__Arenimonas_composti	65.0698741411	2.620712	3323	0.933898497813	11	2	70.8904393304	0.129385047264	2.9031925	0.2561485	2670.5	215.5
maxbinned_coassembly.fa.230	5	1	UID3047	k__Bacteria	p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis_vadensis	59.392300551	1.851639	2771	0.863670510288	11	13	57.5577008374	5.62263534464	4.93147930769	2.10484696641	4236.38461538	1609.1957159
maxbinned_coassembly.fa.231	14	24	UID2983	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	unresolved	58.6479645599	9.385538	11420	0.878954834555	11	11	53.2536077313	6.59699903983	6.27668727273	1.36762595276	5441.09090909	1274.33379775
maxbinned_coassembly.fa.232	4	5	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfurivibrio;s__Desulfurivibrio_alkaliphilus	58.9491931051	2.807119	3138	0.912034010671	11	6	55.1405247934	6.45899433359	4.1957145	0.877583816614	3694.83333333	741.692977061
maxbinned_coassembly.fa.233	11	9	UID2535	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	g__Treponema	58.1010904485	2.712576	2747	0.936363810636	11	33	44.8210271728	5.71870393932	2.85230736364	0.829703588646	2657.39393939	756.636093605
maxbinned_coassembly.fa.234	1	0	UID5	k__Archaea;p__Euryarchaeota	c__Methanococci;o__Methanococcales	34.8583661382	2.102075	3248	0.890890667555	11	32	39.8923778912	9.12103291147	1.8367819375	0.187170352806	1983.09375	254.52631978
maxbinned_coassembly.fa.235	3	0	UID3263	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	s__Desulfovibrio_aminophilus	69.4318946355	2.797298	3492	0.915880253016	11	9	54.8512978605	9.75393383939	3.76736944444	0.290602614732	3486.22222222	218.972741976
maxbinned_coassembly.fa.236	14	0	UID3311	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	f__Sphingomonadaceae;g__Sphingomonas	64.4523310247	2.702481	3227	0.919488055605	11	23	64.8638541948	1.78354021281	3.83072286957	0.594987771532	3674.08695652	498.161394577
maxbinned_coassembly.fa.237	12	4	UID3198	k__Bacteria	p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospina_gracilis	51.2122419907	3.88891	5488	0.886970642159	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
maxbinned_coassembly.fa.238	12	9	UID1	k__Bacteria (root)	k__Bacteria	36.6887545312	0.899589	1354	0.911199447748	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.239	9	5	UID1744	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	s__	63.8355053452	3.067893	4852	0.897781963061	11	3	71.5089025182	1.24783801261	4.58129433333	0.275120884323	4358.33333333	305.288206272
maxbinned_coassembly.fa.240	16	0	UID1	k__Bacteria (root)	k__Bacteria	52.5495742878	1.447222	2325	0.839100013681	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.241	2	0	UID2307	k__Bacteria	p__Chloroflexi	54.6958262744	1.81804	2769	0.905295263031	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
maxbinned_coassembly.fa.242	5	1	UID1	k__Bacteria (root)	k__Bacteria	28.5380831608	1.855899	2831	0.889917500898	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.243	19	11	UID3985	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	g__Methyloversatilis;s__Methyloversatilis_universalis	60.6719567278	2.790894	3388	0.894134639295	11	17	65.8987056511	2.46835292806	4.46613729412	0.436763259742	4156.29411765	431.105932758
maxbinned_coassembly.fa.244	23	14	UID3215	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Deferrisoma;f__Deferrisoma;g__Deferrisoma;s__Deferrisoma_camini	50.7193690565	0.980373	1184	0.862067804805	11	84	58.0589820201	8.68953006244	4.57293354762	1.49471208556	4071.72619048	1119.37102185
maxbinned_coassembly.fa.245	20	15	UID3198	k__Bacteria	p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospina_gracilis	54.2965171423	11.189633	13340	0.856484301138	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
maxbinned_coassembly.fa.246	14	23	UID2982	k__Bacteria	unresolved	47.1305101202	4.688464	6413	0.924086865123	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
maxbinned_coassembly.fa.247	9	5	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	41.8487084231	1.038498	1626	0.929344110436	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.248	14	6	UID2993	k__Bacteria	p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	30.9416236757	2.527857	3266	0.895820056277	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
maxbinned_coassembly.fa.249	16	10	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae	34.101640552	1.075004	1249	0.913686832793	11	66	38.831279651	10.6533604201	2.51039843939	0.965063485649	2344.34848485	864.558172192
maxbinned_coassembly.fa.250	17	4	UID4210	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	g__Nevskia;s__Nevskia_ramosa	57.3182392055	2.3762	3167	0.881762477906	11	5	67.1994886505	1.98331377635	4.4950736	0.381137059136	4095.0	346.148523036
maxbinned_coassembly.fa.251	23	4	UID3054	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	unresolved	62.7542732375	2.515306	3280	0.92469345678	11	6	56.0758599105	5.99484521161	3.57081066667	2.09209794055	3236.16666667	1514.65963357
maxbinned_coassembly.fa.252	19	7	UID2993	k__Bacteria	p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	33.9398761152	0.439925	681	0.885782803887	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
maxbinned_coassembly.fa.253	11	12	UID2497	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Leptospiraceae;g__Leptospira;s__Leptospira_meyeri	33.3762924405	0.477198	735	0.903731784291	11	71	39.0230598592	10.4323269535	2.62922391549	1.02669207605	2463.4084507	939.69561415
maxbinned_coassembly.fa.254	9	6	UID3215	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Deferrisoma;f__Deferrisoma;g__Deferrisoma;s__Deferrisoma_camini	49.571903229	2.202189	3365	0.832875834	11	84	58.0589820201	8.68953006244	4.57293354762	1.49471208556	4071.72619048	1119.37102185
maxbinned_coassembly.fa.255	17	8	UID1	k__Bacteria (root)	k__Bacteria	43.0919307548	1.617326	2147	0.933053694802	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
maxbinned_coassembly.fa.256	0	0	NA	NA	unresolved	37.7111105467	1.811018	1882	0.906140634715	11	NA	NA	NA	NA	NA	NA	NA
maxbinned_coassembly.fa.257	13	1	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei	53.4817623203	2.324254	2453	0.902650915089	11	62	56.1284551379	8.30705690322	4.24122095161	0.949111478087	3829.01612903	789.75088951
maxbinned_coassembly.fa.258	43	0	UID3886	k__Bacteria;p__Proteobacteria;g__Acidithiobacillus	c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;s__Acidithiobacillus_ferrivorans	56.8099951333	3.152014	3245	0.903962355497	11	3	58.0724198738	1.04566518167	3.02499566667	0.135067402557	3173.33333333	162.530680864
maxbinned_coassembly.fa.259	21	14	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	57.3519497283	1.978686	2358	0.892576689783	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
maxbinned_coassembly.fa.260	14	1	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfurivibrio;s__Desulfurivibrio_alkaliphilus	53.8857262655	1.302189	1508	0.862214317584	11	6	55.1405247934	6.45899433359	4.1957145	0.877583816614	3694.83333333	741.692977061
maxbinned_coassembly.fa.261	6	5	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfurivibrio;s__Desulfurivibrio_alkaliphilus	56.1607550244	1.632795	1819	0.89001558677	11	6	55.1405247934	6.45899433359	4.1957145	0.877583816614	3694.83333333	741.692977061
maxbinned_coassembly.fa.262	6	25	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	36.1773501931	0.656712	918	0.9025432762	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
